"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"regulation of phosphorylation (GO:0042325)","3/125",0.209147305842313,0.42228004440014,0,0,1.93817894528935,3.03270050323351,"NUP210;NUP153;NUP98"
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)","5/251",0.210860334822466,0.42228004440014,0,0,1.60478588591554,2.49794437107001,"HNRNPM;SFPQ;HNRNPH1;TXNL4A;WDR33"
"negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)","2/68",0.21131921596138,0.42228004440014,0,0,2.38569696969697,3.70829257881303,"SKI;TGFBR1"
"activin receptor signaling pathway (GO:0032924)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"TGFBR1"
"pyroptosis (GO:0070269)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"NAIP"
"Rac protein signal transduction (GO:0016601)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"DBNL"
"atrioventricular valve morphogenesis (GO:0003181)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"MDM4"
"regulation of autophagy of mitochondrion (GO:1903146)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"HTT"
"regulation of bicellular tight junction assembly (GO:2000810)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"RUNX1"
"regulation of collagen biosynthetic process (GO:0032965)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"RUNX1"
"regulation of exosomal secretion (GO:1903541)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"RAB7A"
"regulation of mitochondrial membrane permeability (GO:0046902)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"BCL2"
"diol metabolic process (GO:0034311)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"GCH1"
"endocardial cushion morphogenesis (GO:0003203)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"MDM4"
"endoplasmic reticulum mannose trimming (GO:1904380)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"RNF185"
"establishment or maintenance of apical/basal cell polarity (GO:0035088)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"CLIC4"
"regulation of synaptic vesicle exocytosis (GO:2000300)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"DTNBP1"
"regulation of vascular endothelial growth factor signaling pathway (GO:1900746)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"ROBO1"
"response to cholesterol (GO:0070723)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"TGFBR1"
"heart trabecula morphogenesis (GO:0061384)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"TGFBR1"
"sphingosine metabolic process (GO:0006670)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"ACER3"
"striated muscle cell differentiation (GO:0051146)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"SKI"
"negative regulation of protein localization to nucleus (GO:1900181)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"POLR1A"
"negative regulation of RNA metabolic process (GO:0051253)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"NCOR1"
"negative regulation of striated muscle cell differentiation (GO:0051154)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"HDAC4"
"peptidyl-lysine dimethylation (GO:0018027)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"EHMT1"
"positive regulation of oxidoreductase activity (GO:0051353)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"ABL2"
"postsynaptic membrane organization (GO:0001941)","1/19",0.21418165517294,0.42228004440014,0,0,4.36697653829128,6.72920851136457,"NLGN4Y"
"regulation of canonical Wnt signaling pathway (GO:0060828)","5/253",0.215356652447344,0.423744438596165,0,0,1.59168081494058,2.44396186857778,"USP8;TLE3;PTPRO;XIAP;CSNK1G1"
"cellular response to decreased oxygen levels (GO:0036294)","2/69",0.215941793738382,0.423744438596165,0,0,2.34997014925373,3.6019082418345,"MDM4;HIPK2"
"synapse assembly (GO:0007416)","2/69",0.215941793738382,0.423744438596165,0,0,2.34997014925373,3.6019082418345,"NLGN4Y;DBNL"
"positive regulation of MAP kinase activity (GO:0043406)","2/69",0.215941793738382,0.423744438596165,0,0,2.34997014925373,3.6019082418345,"TAOK3;ROBO1"
"transcription by RNA polymerase II (GO:0006366)","6/320",0.217659707584087,0.42661302686481,0,0,1.50955414012739,2.30180198222785,"NCOR1;TFCP2;CCNT1;DDX21;MED4;WDR33"
"protein ubiquitination (GO:0016567)","9/525",0.218899755061877,0.427341186215981,0,0,1.38041917886879,2.09705191486807,"UBE3C;EIPR1;UBE2D2;BCL2;COMMD1;FBXL5;LONRF1;RNF185;FBXO9"
"microtubule cytoskeleton organization involved in mitosis (GO:1902850)","3/128",0.218975469115944,0.427341186215981,0,0,1.8913734939759,2.87260968123472,"NUP98;KPNB1;PAFAH1B1"
"cellular response to light stimulus (GO:0071482)","2/70",0.22057351571477,0.427341186215981,0,0,2.31529411764706,3.49962317011555,"EIF2S1;ATR"
"negative regulation of gene expression (GO:0010629)","6/322",0.221677653244333,0.427341186215981,0,0,1.49984563136771,2.259563885947,"LARP1;NCOR1;PC;PUS7;RUNX1;ROBO1"
"muscle contraction (GO:0006936)","3/129",0.222272697642115,0.427341186215981,0,0,1.87626697265251,2.82162461814289,"TPM4;TPM3;PXN"
"protein targeting to lysosome (GO:0006622)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"RAB7A"
"protein-DNA complex disassembly (GO:0032986)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"ARID1A"
"cardiac epithelial to mesenchymal transition (GO:0060317)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"TGFBR1"
"cardiac ventricle development (GO:0003231)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"MDM4"
"cellular modified amino acid biosynthetic process (GO:0042398)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"MTHFS"
"cellular response to misfolded protein (GO:0071218)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"RNF185"
"cortical actin cytoskeleton organization (GO:0030866)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"FMNL2"
"early endosome to late endosome transport (GO:0045022)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"RAB7A"
"regulation of programmed necrotic cell death (GO:0062098)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"RIPK1"
"endoplasmic reticulum calcium ion homeostasis (GO:0032469)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"BCL2"
"regulation of protein modification by small protein conjugation or removal (GO:1903320)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"TGFBR1"
"eye morphogenesis (GO:0048592)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"SKI"
"regulation of tissue remodeling (GO:0034103)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"RUNX1"
"growth hormone receptor signaling pathway (GO:0060396)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"PXN"
"toll-like receptor 4 signaling pathway (GO:0034142)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"PIK3AP1"
"xenobiotic transport (GO:0042908)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"SLC22A1"
"positive regulation of dendrite morphogenesis (GO:0050775)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"DBNL"
"positive regulation of embryonic development (GO:0040019)","1/20",0.224092367264429,0.427341186215981,0,0,4.13692598028937,6.18758760527604,"B4GALT5"
"regulation of TOR signaling (GO:0032006)","2/71",0.225213422267486,0.427341186215981,0,0,2.2816231884058,3.40123116309183,"RPTOR;FBXO9"
"histone acetylation (GO:0016573)","2/71",0.225213422267486,0.427341186215981,0,0,2.2816231884058,3.40123116309183,"BEND3;EP400"
"response to metal ion (GO:0010038)","2/71",0.225213422267486,0.427341186215981,0,0,2.2816231884058,3.40123116309183,"MTF1;BCL2"
"negative regulation of neuron apoptotic process (GO:0043524)","2/71",0.225213422267486,0.427341186215981,0,0,2.2816231884058,3.40123116309183,"BCL2;NAIP"
"nucleic acid metabolic process (GO:0090304)","2/71",0.225213422267486,0.427341186215981,0,0,2.2816231884058,3.40123116309183,"HNRNPM;HNRNPH1"
"positive regulation of canonical Wnt signaling pathway (GO:0090263)","3/130",0.225579883422222,0.427549585644394,0,0,1.86139834930272,2.77177278984866,"USP8;XIAP;CSNK1G1"
"cytoskeleton-dependent cytokinesis (GO:0061640)","2/72",0.22986057626769,0.435078428238567,0,0,2.24891428571429,3.30653896747071,"USP8;SEPTIN9"
"actin nucleation (GO:0045010)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"ARPC2"
"anterior/posterior axis specification (GO:0009948)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"SKI"
"regulation of anoikis (GO:2000209)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"BCL2"
"regulation of cholesterol metabolic process (GO:0090181)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"KPNB1"
"chondroitin sulfate biosynthetic process (GO:0030206)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"CSGALNACT2"
"endocardial cushion development (GO:0003197)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"MDM4"
"regulation of transcription by RNA polymerase III (GO:0006359)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"RPTOR"
"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"HIPK2"
"stress granule assembly (GO:0034063)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"EIF2S1"
"zinc ion transport (GO:0006829)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"SLC39A11"
"myotube differentiation (GO:0014902)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"SKI"
"negative regulation of peptidyl-serine phosphorylation (GO:0033137)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"NCK2"
"negative regulation of small GTPase mediated signal transduction (GO:0051058)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"MAPKAP1"
"neuron apoptotic process (GO:0051402)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"BCL2"
"positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)","1/21",0.23387857555287,0.435078428238567,0,0,3.92988047808765,5.70993244061021,"KCNN4"
"regulation of actin filament polymerization (GO:0030833)","2/73",0.234514062760044,0.435078428238567,0,0,2.21712676056338,3.21536530079784,"DBNL;NCK2"
"granulocyte chemotaxis (GO:0071621)","2/73",0.234514062760044,0.435078428238567,0,0,2.21712676056338,3.21536530079784,"ADGRE2;GBF1"
"negative regulation of cell adhesion (GO:0007162)","2/73",0.234514062760044,0.435078428238567,0,0,2.21712676056338,3.21536530079784,"PTPRO;GTPBP4"
"regulation of cytokine-mediated signaling pathway (GO:0001959)","2/74",0.239172988519928,0.440543650265688,0,0,2.18622222222222,3.12753996198198,"RIPK1;RUNX1"
"cellular response to amino acid starvation (GO:0034198)","2/74",0.239172988519928,0.440543650265688,0,0,2.18622222222222,3.12753996198198,"RPTOR;EIF2S1"
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)","2/74",0.239172988519928,0.440543650265688,0,0,2.18622222222222,3.12753996198198,"MDM4;HIPK2"
"phosphorylation (GO:0016310)","7/400",0.241319910996796,0.440543650265688,0,0,1.40712468193384,2.00041318627987,"TAOK3;CCNT1;PIM1;MAP3K20;COQ8A;TGFBR1;HIPK2"
"amino acid import (GO:0043090)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"SLC7A1"
"regulation of chromosome organization (GO:0033044)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"SMG5"
"regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"OPA1"
"cellular response to nerve growth factor stimulus (GO:1990090)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"KIDINS220"
"regulation of response to cytokine stimulus (GO:0060759)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"RUNX1"
"fatty-acyl-CoA metabolic process (GO:0035337)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"FAR2"
"glutamate metabolic process (GO:0006536)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"MTHFS"
"limb morphogenesis (GO:0035108)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"SKI"
"lipid droplet organization (GO:0034389)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"FAF2"
"zinc ion transmembrane transport (GO:0071577)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"SLC39A11"
"mRNA modification (GO:0016556)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"PUS7"
"negative regulation of interleukin-2 production (GO:0032703)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"VSIG4"
"negative regulation of small molecule metabolic process (GO:0062014)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"NCOR1"
"organelle fusion (GO:0048284)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"OPA1"
"positive regulation of axon extension (GO:0045773)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"DBNL"
"positive regulation of calcium ion transmembrane transporter activity (GO:1901021)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"HTT"
"positive regulation of dendritic spine development (GO:0060999)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"DBNL"
"positive regulation of DNA-templated transcription, initiation (GO:2000144)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"MED4"
"positive regulation of signal transduction by p53 class mediator (GO:1901798)","1/22",0.243541837871968,0.440543650265688,0,0,3.74255359514324,5.28623169901255,"ATR"
"positive regulation of T cell activation (GO:0050870)","2/75",0.243836481656215,0.440598241257325,0,0,2.15616438356164,3.04290301844282,"NCK2;SLC7A1"
"modification-dependent protein catabolic process (GO:0019941)","4/201",0.248243784450395,0.448075996635274,0,0,1.60070411003766,2.23033148963556,"UBE3C;UBE2D2;UBR4;RNF185"
"regulation of B cell receptor signaling pathway (GO:0050855)","1/23",0.253083692809402,0.451592643247178,0,0,3.57225642883013,4.90840551700642,"RUNX1"
"blood vessel endothelial cell migration (GO:0043534)","1/23",0.253083692809402,0.451592643247178,0,0,3.57225642883013,4.90840551700642,"ROBO1"
"diacylglycerol metabolic process (GO:0046339)","1/23",0.253083692809402,0.451592643247178,0,0,3.57225642883013,4.90840551700642,"PGS1"
"regulation of necroptotic process (GO:0060544)","1/23",0.253083692809402,0.451592643247178,0,0,3.57225642883013,4.90840551700642,"RIPK1"
"regulation of SMAD protein signal transduction (GO:0060390)","1/23",0.253083692809402,0.451592643247178,0,0,3.57225642883013,4.90840551700642,"TGFBR1"
"response to nutrient levels (GO:0031667)","1/23",0.253083692809402,0.451592643247178,0,0,3.57225642883013,4.90840551700642,"RPTOR"
"positive regulation of JUN kinase activity (GO:0043507)","1/23",0.253083692809402,0.451592643247178,0,0,3.57225642883013,4.90840551700642,"TAOK3"
"positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)","1/23",0.253083692809402,0.451592643247178,0,0,3.57225642883013,4.90840551700642,"MED4"
"protein alkylation (GO:0008213)","1/23",0.253083692809402,0.451592643247178,0,0,3.57225642883013,4.90840551700642,"GSPT1"
"protein deacylation (GO:0035601)","1/23",0.253083692809402,0.451592643247178,0,0,3.57225642883013,4.90840551700642,"HDAC4"
"cellular response to UV (GO:0034644)","2/77",0.253173786790435,0.451592643247178,0,0,2.09845333333333,2.88260153197799,"EIF2S1;ATR"
"protein dephosphorylation (GO:0006470)","3/139",0.255731887421898,0.455667726679019,0,0,1.73742026931254,2.36919092759637,"EYA3;PTPRO;MTMR6"
"protein modification process (GO:0036211)","2/78",0.257845958130204,0.458943767355684,0,0,2.07073684210526,2.80666208372183,"UBE2D2;ABL2"
"cytokine-mediated signaling pathway (GO:0019221)","10/621",0.2586510869997,0.459384904370119,0,0,1.29424733873477,1.75017868231498,"ARF1;IL4R;TXLNA;PIM1;BCL2;IL21R;ABL2;GRB2;RIPK1;EDA2R"
"neuron projection morphogenesis (GO:0048812)","3/140",0.259118558815315,0.459384904370119,0,0,1.72465042652361,2.32908791296982,"DBNL;TAOK3;DTNBP1"
"regulation of cell size (GO:0008361)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"RPTOR"
"endocrine system development (GO:0035270)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"TGFBR1"
"heterochromatin assembly (GO:0031507)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"BEND3"
"long-chain fatty-acyl-CoA metabolic process (GO:0035336)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"FAR2"
"negative regulation of lipid metabolic process (GO:0045833)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"NCOR1"
"negative regulation of synaptic transmission (GO:0050805)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"ARF1"
"peptidyl-glutamic acid modification (GO:0018200)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"VKORC1L1"
"positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"HIPK2"
"positive regulation of lamellipodium assembly (GO:0010592)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"ARPC2"
"positive regulation of phospholipase activity (GO:0010518)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"ABL2"
"positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"HIPK2"
"protein alpha-1,2-demannosylation (GO:0036508)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"RNF185"
"protein exit from endoplasmic reticulum (GO:0032527)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"FAF2"
"protein K48-linked deubiquitination (GO:0071108)","1/24",0.262505659640068,0.459384904370119,0,0,3.41676771176165,4.56986748794514,"USP8"
"mRNA splicing, via spliceosome (GO:0000398)","5/274",0.264208918639363,0.461880439090429,0,0,1.46584290293936,1.95105908247336,"HNRNPM;SFPQ;HNRNPH1;TXNL4A;WDR33"
"protein localization to organelle (GO:0033365)","3/142",0.265909577418905,0.462174102879431,0,0,1.69966195718124,2.25137046509433,"GBF1;PACSIN2;RAB6A"
"regulation of organelle organization (GO:0033043)","2/80",0.267193385880858,0.462174102879431,0,0,2.0174358974359,2.66257677602735,"CLIC4;ARMH3"
"glycerophospholipid metabolic process (GO:0006650)","2/80",0.267193385880858,0.462174102879431,0,0,2.0174358974359,2.66257677602735,"HDHD5;PAFAH1B1"
"negative regulation of cellular response to growth factor stimulus (GO:0090288)","2/80",0.267193385880858,0.462174102879431,0,0,2.0174358974359,2.66257677602735,"SKI;HIPK2"
"monocarboxylic acid metabolic process (GO:0032787)","3/143",0.269313246155172,0.462174102879431,0,0,1.68743545611015,2.21371298312281,"AMACR;PC;MTHFS"
"negative regulation of DNA-binding transcription factor activity (GO:0043433)","3/143",0.269313246155172,0.462174102879431,0,0,1.68743545611015,2.21371298312281,"HDAC4;PIM1;COMMD1"
"neuron development (GO:0048666)","3/143",0.269313246155172,0.462174102879431,0,0,1.68743545611015,2.21371298312281,"DTNBP1;RUNX1;B4GALT5"
"protein quality control for misfolded or incompletely synthesized proteins (GO:0006515)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"RNF185"
"receptor catabolic process (GO:0032801)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"AP2B1"
"regulation of dopamine secretion (GO:0014059)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"DTNBP1"
"cellular polysaccharide biosynthetic process (GO:0033692)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"CSGALNACT2"
"regulation of epidermal cell differentiation (GO:0045604)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"RUNX1"
"regulation of myotube differentiation (GO:0010830)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"HDAC4"
"regulation of protein processing (GO:0070613)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"RUNX1"
"fat-soluble vitamin metabolic process (GO:0006775)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"VKORC1L1"
"response to dsRNA (GO:0043331)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"SLC3A2"
"ribosomal large subunit assembly (GO:0000027)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"MDN1"
"in utero embryonic development (GO:0001701)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"TGFBR1"
"RNA splicing, via transesterification reactions (GO:0000375)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"TXNL4A"
"negative regulation of response to endoplasmic reticulum stress (GO:1903573)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"OPA1"
"outflow tract septum morphogenesis (GO:0003148)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"ROBO1"
"phosphatidylglycerol metabolic process (GO:0046471)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"PGS1"
"positive regulation of DNA-templated transcription, elongation (GO:0032786)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"CCNT1"
"positive regulation of ERBB signaling pathway (GO:1901186)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"PLAUR"
"positive regulation of peptidyl-threonine phosphorylation (GO:0010800)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"RPTOR"
"positive regulation of release of cytochrome c from mitochondria (GO:0090200)","1/25",0.271809238757145,0.462174102879431,0,0,3.2742363877822,4.26519970375899,"PLAUR"
"activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)","2/81",0.271867119340842,0.462174102879431,0,0,1.99179746835443,2.59420040717858,"RIPK1;ROBO1"
"negative regulation of cell migration (GO:0030336)","3/144",0.272721907707538,0.463154636331048,0,0,1.67538238058617,2.1768287770164,"CLIC4;GTPBP4;ROBO1"
"plasma membrane bounded cell projection assembly (GO:0120031)","5/278",0.273799646105988,0.464511415898753,0,0,1.44406875176106,1.87058696128834,"EHD4;CEP19;PTPRO;GBF1;RFX2"
"regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)","2/82",0.27653988200511,0.467096169312783,0,0,1.9668,2.52812517178312,"CCNT1;GTPBP4"
"positive regulation of protein ubiquitination (GO:0031398)","2/82",0.27653988200511,0.467096169312783,0,0,1.9668,2.52812517178312,"XIAP;COMMD1"
"proteoglycan metabolic process (GO:0006029)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"CSGALNACT2"
"regulation of chondrocyte differentiation (GO:0032330)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"TGFBR1"
"clathrin-dependent endocytosis (GO:0072583)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"AP2B1"
"regulation of regulatory T cell differentiation (GO:0045589)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"RUNX1"
"regulation of synapse organization (GO:0050807)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"SETD5"
"regulation of telomere maintenance (GO:0032204)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"SMG5"
"RNA polyadenylation (GO:0043631)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"WDR33"
"lamellipodium assembly (GO:0030032)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"PTPRO"
"maturation of LSU-rRNA (GO:0000470)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"URB1"
"mRNA polyadenylation (GO:0006378)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"WDR33"
"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"BCL2"
"negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"HIPK2"
"organelle fission (GO:0048285)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"OPA1"
"positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"RPTOR"
"positive regulation of interleukin-2 production (GO:0032743)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"RUNX1"
"positive regulation of viral transcription (GO:0050434)","1/26",0.280995911854271,0.467096169312783,0,0,3.14310756972112,3.98990839322029,"CCNT1"
"regulation of defense response (GO:0031347)","2/83",0.281210959076063,0.467096169312783,0,0,1.94241975308642,2.46425110581869,"XIAP;PIK3AP1"
"glycoprotein biosynthetic process (GO:0009101)","2/83",0.281210959076063,0.467096169312783,0,0,1.94241975308642,2.46425110581869,"CSGALNACT2;B4GALT5"
"positive regulation of plasma membrane bounded cell projection assembly (GO:0120034)","2/83",0.281210959076063,0.467096169312783,0,0,1.94241975308642,2.46425110581869,"ARPC2;HTT"
"spindle assembly (GO:0051225)","2/84",0.285879653694524,0.473434893692919,0,0,1.91863414634146,2.40248364758264,"NCOR1;KPNB1"
