"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"positive regulation of alpha-beta T cell proliferation (GO:0046641)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"IL18"
"regulation of systemic arterial blood pressure (GO:0003073)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"SLC2A5"
"resolution of meiotic recombination intermediates (GO:0000712)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"FANCM"
"positive regulation of immunoglobulin mediated immune response (GO:0002891)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"TFRC"
"positive regulation of isotype switching (GO:0045830)","1/16",0.0947516035813911,0.254401565780173,0,0,10.7647696476965,25.3671421145881,"TFRC"
"regulation of cytokinesis (GO:0032465)","2/84",0.0957954149582258,0.256501384314375,0,0,3.95721711315474,9.28181283094026,"PLK3;CALM2"
"positive regulation of developmental process (GO:0051094)","3/177",0.0976809361424792,0.260837377165203,0,0,2.80735252208606,6.53003914893725,"TFRC;AGO2;PSEN1"
"regulation of interferon-gamma production (GO:0032649)","2/86",0.099657309821842,0.260905186126318,0,0,3.86260733801717,8.90724158509112,"SLC11A1;IL18"
"amyloid-beta metabolic process (GO:0050435)","1/17",0.100368627724104,0.260905186126318,0,0,10.0914634146341,23.1993216897141,"PSEN1"
"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)","1/17",0.100368627724104,0.260905186126318,0,0,10.0914634146341,23.1993216897141,"CALM2"
"negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254)","1/17",0.100368627724104,0.260905186126318,0,0,10.0914634146341,23.1993216897141,"MDM2"
"negative regulation of peptidyl-threonine phosphorylation (GO:0010801)","1/17",0.100368627724104,0.260905186126318,0,0,10.0914634146341,23.1993216897141,"CALM2"
"cellular response to gamma radiation (GO:0071480)","1/17",0.100368627724104,0.260905186126318,0,0,10.0914634146341,23.1993216897141,"MDM2"
"regulation of receptor recycling (GO:0001919)","1/17",0.100368627724104,0.260905186126318,0,0,10.0914634146341,23.1993216897141,"ANXA2"
"regulation of stem cell proliferation (GO:0072091)","1/17",0.100368627724104,0.260905186126318,0,0,10.0914634146341,23.1993216897141,"ZFP36L1"
"regulation of transferase activity (GO:0051338)","1/17",0.100368627724104,0.260905186126318,0,0,10.0914634146341,23.1993216897141,"PARP4"
"response to purine-containing compound (GO:0014074)","1/17",0.100368627724104,0.260905186126318,0,0,10.0914634146341,23.1993216897141,"P2RY6"
"protein targeting to membrane (GO:0006612)","2/87",0.10160452923661,0.2622021628053,0,0,3.81697203471553,8.72814462429698,"RABGEF1;SDCBP"
"calcium ion transmembrane transport (GO:0070588)","2/87",0.10160452923661,0.2622021628053,0,0,3.81697203471553,8.72814462429698,"LETM1;TRPC4AP"
"metal ion transport (GO:0030001)","2/88",0.103562322126474,0.2622021628053,0,0,3.77239801753717,8.55422071475538,"SLC11A1;PSEN1"
"negative regulation of cytokine production (GO:0001818)","3/182",0.103979463312554,0.2622021628053,0,0,2.72824230112194,6.1755452380892,"ZFP36;SLC11A1;ANXA4"
"3'-UTR-mediated mRNA stabilization (GO:0070935)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"ZFP36"
"amyloid precursor protein metabolic process (GO:0042982)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"PSEN1"
"regulation of catabolic process (GO:0009894)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"MDM2"
"negative regulation of interleukin-8 production (GO:0032717)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"ANXA4"
"negative regulation of signal transduction by p53 class mediator (GO:1901797)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"MDM2"
"nucleotide biosynthetic process (GO:0009165)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"ME1"
"phosphatidylglycerol acyl-chain remodeling (GO:0036148)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"PLA2G12A"
"phosphatidylinositol acyl-chain remodeling (GO:0036149)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"PLA2G12A"
"regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"SETDB1"
"G protein-coupled acetylcholine receptor signaling pathway (GO:0007213)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"CHRM2"
"positive regulation of glial cell differentiation (GO:0045687)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"ID2"
"positive regulation of macrophage derived foam cell differentiation (GO:0010744)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"IL18"
"positive regulation of phosphoprotein phosphatase activity (GO:0032516)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"CALM2"
"presynapse assembly (GO:0099054)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"PCLO"
"prostanoid metabolic process (GO:0006692)","1/18",0.10595107803153,0.2622021628053,0,0,9.49736967957915,21.319484799469,"CES2"
"positive regulation of autophagy (GO:0010508)","2/90",0.107508817391214,0.265387005147078,0,0,3.68628912071535,8.22109716453556,"PLK3;TRIM38"
"positive regulation of transport (GO:0051050)","2/91",0.109497119442081,0.269616022746832,0,0,3.64468594584638,8.06152425528643,"ANXA2;SLC11A1"
"regulation of lipid metabolic process (GO:0019216)","2/92",0.111495194320219,0.270468272985349,0,0,3.6040072859745,7.90637672033742,"ID2;DHCR7"
"positive regulation of cellular component biogenesis (GO:0044089)","2/92",0.111495194320219,0.270468272985349,0,0,3.6040072859745,7.90637672033742,"SDCBP;TFRC"
"regulation of exosomal secretion (GO:1903541)","1/19",0.111499165598042,0.270468272985349,0,0,8.96928635953026,19.6762658583351,"SDCBP"
"NLS-bearing protein import into nucleus (GO:0006607)","1/19",0.111499165598042,0.270468272985349,0,0,8.96928635953026,19.6762658583351,"RGPD4"
"regulation of neuroinflammatory response (GO:0150077)","1/19",0.111499165598042,0.270468272985349,0,0,8.96928635953026,19.6762658583351,"IL18"
"response to fatty acid (GO:0070542)","1/19",0.111499165598042,0.270468272985349,0,0,8.96928635953026,19.6762658583351,"GLDC"
"regulation of epithelial cell proliferation (GO:0050678)","2/93",0.113502846962917,0.27109418016157,0,0,3.56422266258332,7.75548960508836,"ZFP36;ZFP36L1"
"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"IL18"
"purine ribonucleoside monophosphate metabolic process (GO:0009167)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"IMPDH2"
"neuromuscular synaptic transmission (GO:0007274)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"RIMBP2"
"regulation of lymphocyte differentiation (GO:0045619)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"ZFP36L1"
"embryonic digestive tract development (GO:0048566)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"ID2"
"regulation of programmed necrotic cell death (GO:0062098)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"SDCBP"
"endoplasmic reticulum calcium ion homeostasis (GO:0032469)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"PSEN1"
"positive regulation of activated T cell proliferation (GO:0042104)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"IL18"
"regulation of smooth muscle contraction (GO:0006940)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"CHRM2"
"regulation of tissue remodeling (GO:0034103)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"IL18"
"glucose transmembrane transport (GO:1904659)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"SLC2A5"
"positive regulation of hormone secretion (GO:0046887)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"SPP1"
"lipopolysaccharide-mediated signaling pathway (GO:0031663)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"IL18"
"positive regulation of protein processing (GO:0010954)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"ENO1"
"microtubule nucleation (GO:0007020)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"TUBGCP2"
"miRNA metabolic process (GO:0010586)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"AGO2"
"modulation by symbiont of entry into host (GO:0052372)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"TRIM38"
"myeloid cell development (GO:0061515)","1/20",0.117013100212596,0.27109418016157,0,0,8.49679075738126,18.2296044222172,"ANXA2"
"mRNA metabolic process (GO:0016071)","2/95",0.117546115363813,0.271611703937553,0,0,3.48722016569716,7.46587526822685,"ZFP36;AGO4"
"cellular protein metabolic process (GO:0044267)","5/417",0.117790789972918,0.271611703937553,0,0,1.98498817002529,4.2455824084246,"PARP4;AGO2;SPP1;PSEN1;ABCF1"
"cellular transition metal ion homeostasis (GO:0046916)","2/96",0.119581350952225,0.272206867466048,0,0,3.44994768050227,7.32685529053137,"TFRC;SLC11A1"
"MAPK cascade (GO:0000165)","4/303",0.119610879016768,0.272206867466048,0,0,2.182497212932,4.63455788656259,"ZFP36;IL18;MBP;ZFP36L1"
"acetylcholine receptor signaling pathway (GO:0095500)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"CHRM2"
"purinergic nucleotide receptor signaling pathway (GO:0035590)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"IL18"
"androgen metabolic process (GO:0008209)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"SPP1"
"regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"CALM2"
"regulation of dendritic spine development (GO:0060998)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"PSEN1"
"nuclear-transcribed mRNA poly(A) tail shortening (GO:0000289)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"ZFP36"
"regulation of ubiquitin protein ligase activity (GO:1904666)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"RAB1A"
"positive regulation of glycolytic process (GO:0045821)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"PSEN1"
"positive regulation of phosphatase activity (GO:0010922)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"CALM2"
"linoleic acid metabolic process (GO:0043651)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"FADS1"
"positive regulation of purine nucleotide metabolic process (GO:1900544)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"PSEN1"
"positive regulation of T cell cytokine production (GO:0002726)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"IL18"
"mitochondrial calcium ion transmembrane transport (GO:0006851)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"LETM1"
"positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707)","1/21",0.122493090359722,0.272206867466048,0,0,8.07154471544716,16.9478277324641,"P2RY6"
"negative regulation of cellular macromolecule biosynthetic process (GO:2000113)","6/547",0.124907333801877,0.276943862275654,0,0,1.81725617970488,3.7802256773235,"RBFOX2;ID2;PRDM5;SCMH1;MDM2;ENO1"
"negative regulation of B cell activation (GO:0050869)","1/22",0.127939343354428,0.278005668486341,0,0,7.68679829655439,15.8055870276335,"ID2"
"negative regulation of interleukin-2 production (GO:0032703)","1/22",0.127939343354428,0.278005668486341,0,0,7.68679829655439,15.8055870276335,"ZFP36"
"cellular response to osmotic stress (GO:0071470)","1/22",0.127939343354428,0.278005668486341,0,0,7.68679829655439,15.8055870276335,"ZFP36L1"
"osteoclast differentiation (GO:0030316)","1/22",0.127939343354428,0.278005668486341,0,0,7.68679829655439,15.8055870276335,"ANXA2"
"phosphatidylserine acyl-chain remodeling (GO:0036150)","1/22",0.127939343354428,0.278005668486341,0,0,7.68679829655439,15.8055870276335,"PLA2G12A"
"positive regulation of dendritic spine development (GO:0060999)","1/22",0.127939343354428,0.278005668486341,0,0,7.68679829655439,15.8055870276335,"PSEN1"
"membrane protein intracellular domain proteolysis (GO:0031293)","1/22",0.127939343354428,0.278005668486341,0,0,7.68679829655439,15.8055870276335,"PSEN1"
"mitochondrial calcium ion homeostasis (GO:0051560)","1/22",0.127939343354428,0.278005668486341,0,0,7.68679829655439,15.8055870276335,"LETM1"
"protein localization to cell junction (GO:1902414)","1/22",0.127939343354428,0.278005668486341,0,0,7.68679829655439,15.8055870276335,"PCLO"
"epithelial cell differentiation (GO:0030855)","2/101",0.129886115443838,0.281611489236639,0,0,3.27487994701109,6.68434844579266,"ANXA4;CTSB"
"regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)","2/102",0.131971516026056,0.281648758282743,0,0,3.24196721311475,6.56553204160069,"SDCBP;MDM2"
"nucleotide metabolic process (GO:0009117)","1/23",0.133352065146115,0.281648758282743,0,0,7.3370288248337,14.7823708444845,"ME1"
"regulation of necroptotic process (GO:0060544)","1/23",0.133352065146115,0.281648758282743,0,0,7.3370288248337,14.7823708444845,"SDCBP"
"regulation of neural precursor cell proliferation (GO:2000177)","1/23",0.133352065146115,0.281648758282743,0,0,7.3370288248337,14.7823708444845,"ID2"
"ERK1 and ERK2 cascade (GO:0070371)","1/23",0.133352065146115,0.281648758282743,0,0,7.3370288248337,14.7823708444845,"ZFP36L1"
"regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)","1/23",0.133352065146115,0.281648758282743,0,0,7.3370288248337,14.7823708444845,"CALM2"
"hexose transmembrane transport (GO:0008645)","1/23",0.133352065146115,0.281648758282743,0,0,7.3370288248337,14.7823708444845,"SLC2A5"
"positive regulation of interleukin-17 production (GO:0032740)","1/23",0.133352065146115,0.281648758282743,0,0,7.3370288248337,14.7823708444845,"IL18"
"positive regulation of protein autophosphorylation (GO:0031954)","1/23",0.133352065146115,0.281648758282743,0,0,7.3370288248337,14.7823708444845,"CALM2"
"membrane protein ectodomain proteolysis (GO:0006509)","1/23",0.133352065146115,0.281648758282743,0,0,7.3370288248337,14.7823708444845,"PSEN1"
"mitotic cell cycle checkpoint signaling (GO:0007093)","1/23",0.133352065146115,0.281648758282743,0,0,7.3370288248337,14.7823708444845,"PLK3"
"vesicle transport along microtubule (GO:0047496)","1/23",0.133352065146115,0.281648758282743,0,0,7.3370288248337,14.7823708444845,"RAB1A"
"cellular response to organonitrogen compound (GO:0071417)","2/103",0.134064651415139,0.281938537310806,0,0,3.20970621652329,6.44968998381003,"P2RY6;ZFP36L1"
"chromatin remodeling (GO:0006338)","2/103",0.134064651415139,0.281938537310806,0,0,3.20970621652329,6.44968998381003,"KDM5B;GATAD2B"
"mRNA transport (GO:0051028)","2/104",0.136165347740018,0.285743128019738,0,0,3.17807778849245,6.33672271031943,"ZFP36;ZFP36L1"
"positive regulation of cellular metabolic process (GO:0031325)","2/105",0.138273432892552,0.2868287580159,0,0,3.14706350469521,6.22653487173889,"RAB1A;ANXA2"
"peptidyl-glutamic acid modification (GO:0018200)","1/24",0.138731460509731,0.2868287580159,0,0,7.01767408978438,13.8614162025797,"TTLL4"
"positive regulation of carbohydrate metabolic process (GO:0045913)","1/24",0.138731460509731,0.2868287580159,0,0,7.01767408978438,13.8614162025797,"PSEN1"
"positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)","1/24",0.138731460509731,0.2868287580159,0,0,7.01767408978438,13.8614162025797,"SDCBP"
"response to gamma radiation (GO:0010332)","1/24",0.138731460509731,0.2868287580159,0,0,7.01767408978438,13.8614162025797,"MDM2"
"positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)","1/24",0.138731460509731,0.2868287580159,0,0,7.01767408978438,13.8614162025797,"SDCBP"
"positive regulation of viral life cycle (GO:1903902)","1/24",0.138731460509731,0.2868287580159,0,0,7.01767408978438,13.8614162025797,"TRIM38"
"regulation of cell cycle process (GO:0010564)","2/106",0.14038873666493,0.289644130382381,0,0,3.11664564943253,6.11903511234395,"PLK3;CALM2"
"acylglycerol homeostasis (GO:0055090)","1/25",0.144077732971028,0.29233163211513,0,0,6.72493224932249,13.0288992929485,"IL18"
"cellular response to hexose stimulus (GO:0071331)","1/25",0.144077732971028,0.29233163211513,0,0,6.72493224932249,13.0288992929485,"SLC2A5"
"regulation of heterotypic cell-cell adhesion (GO:0034114)","1/25",0.144077732971028,0.29233163211513,0,0,6.72493224932249,13.0288992929485,"MBP"
"phosphatidylglycerol metabolic process (GO:0046471)","1/25",0.144077732971028,0.29233163211513,0,0,6.72493224932249,13.0288992929485,"PLA2G12A"
"regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)","1/25",0.144077732971028,0.29233163211513,0,0,6.72493224932249,13.0288992929485,"CALM2"
"response to hexose (GO:0009746)","1/25",0.144077732971028,0.29233163211513,0,0,6.72493224932249,13.0288992929485,"SLC2A5"
"positive regulation of peptidyl-threonine phosphorylation (GO:0010800)","1/25",0.144077732971028,0.29233163211513,0,0,6.72493224932249,13.0288992929485,"CALM2"
"ventricular cardiac muscle tissue development (GO:0003229)","1/25",0.144077732971028,0.29233163211513,0,0,6.72493224932249,13.0288992929485,"ID2"
"cellular protein localization (GO:0034613)","4/329",0.148092295182837,0.298173652044991,0,0,2.00523076923077,3.82982951556152,"GGA2;RAB1A;WDR45B;STX6"
"response to tumor necrosis factor (GO:0034612)","2/110",0.148918794994926,0.298173652044991,0,0,3.00060716454159,5.71421862120898,"ZFP36;ZFP36L1"
"negative regulation of cell development (GO:0010721)","1/26",0.149391084851113,0.298173652044991,0,0,6.45560975609756,12.2733257421649,"RFLNA"
"cellular response to drug (GO:0035690)","1/26",0.149391084851113,0.298173652044991,0,0,6.45560975609756,12.2733257421649,"TFRC"
"phosphatidylethanolamine acyl-chain remodeling (GO:0036152)","1/26",0.149391084851113,0.298173652044991,0,0,6.45560975609756,12.2733257421649,"PLA2G12A"
"regulation of viral life cycle (GO:1903900)","1/26",0.149391084851113,0.298173652044991,0,0,6.45560975609756,12.2733257421649,"TRIM38"
"histone lysine demethylation (GO:0070076)","1/26",0.149391084851113,0.298173652044991,0,0,6.45560975609756,12.2733257421649,"KDM5B"
"mononuclear cell differentiation (GO:1903131)","1/26",0.149391084851113,0.298173652044991,0,0,6.45560975609756,12.2733257421649,"RELB"
"regulation of cell growth (GO:0001558)","3/217",0.15212963512406,0.303022443946298,0,0,2.27797945469993,4.28948601864961,"SDCBP;TFRC;ENO1"
"protein-containing complex subunit organization (GO:0043933)","2/112",0.153222839552337,0.303723707720137,0,0,2.94575260804769,5.52582523021742,"TUBGCP2;MDM2"
"negative regulation of cation channel activity (GO:2001258)","1/27",0.154671717152568,0.303723707720137,0,0,6.20700437773609,11.5850655674722,"CALM2"
"cellular senescence (GO:0090398)","1/27",0.154671717152568,0.303723707720137,0,0,6.20700437773609,11.5850655674722,"ID2"
"peptide hormone secretion (GO:0030072)","1/27",0.154671717152568,0.303723707720137,0,0,6.20700437773609,11.5850655674722,"RAB1A"
"entrainment of circadian clock by photoperiod (GO:0043153)","1/27",0.154671717152568,0.303723707720137,0,0,6.20700437773609,11.5850655674722,"ID2"
"release of sequestered calcium ion into cytosol (GO:0051209)","1/27",0.154671717152568,0.303723707720137,0,0,6.20700437773609,11.5850655674722,"LETM1"
"positive regulation of mitotic cell cycle (GO:0045931)","1/27",0.154671717152568,0.303723707720137,0,0,6.20700437773609,11.5850655674722,"MDM2"
"positive regulation of cytokine production (GO:0001819)","4/335",0.155012242130553,0.303723707720137,0,0,1.96827794561934,3.66936448996028,"RAB1A;SLC11A1;IL18;MBP"
"activation of protein kinase activity (GO:0032147)","2/114",0.157551190627798,0.303723707720137,0,0,2.89285714285714,5.34601404095925,"SLC11A1;IL18"
"response to lipid (GO:0033993)","2/114",0.157551190627798,0.303723707720137,0,0,2.89285714285714,5.34601404095925,"SLC11A1;SPP1"
"histone modification (GO:0016570)","2/114",0.157551190627798,0.303723707720137,0,0,2.89285714285714,5.34601404095925,"PRDM5;PADI2"
"calcium ion transport (GO:0006816)","2/115",0.159724091351512,0.303723707720137,0,0,2.86711156245466,5.25916390213769,"PSEN1;TRPC4AP"
"negative regulation of calcium ion transmembrane transporter activity (GO:1901020)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"CALM2"
"regulation of B cell activation (GO:0050864)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"ZFP36L1"
"regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"MDM2"
"regulation of immunoglobulin production (GO:0002637)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"GPI"
"regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"C2CD2L"
"cristae formation (GO:0042407)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"LETM1"
"regulation of neuron migration (GO:2001222)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"PHACTR1"
"phagosome acidification (GO:0090383)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"ATP6V0E1"
"photoperiodism (GO:0009648)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"ID2"
"positive regulation of protein import into nucleus (GO:0042307)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"PSEN1"
"T cell activation involved in immune response (GO:0002286)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"SLC11A1"
"protein localization to cell surface (GO:0034394)","1/28",0.159919829779174,0.303723707720137,0,0,5.97681421258657,10.9559944545091,"GGA2"
"actin filament polymerization (GO:0030041)","1/29",0.165135621345553,0.307083318631199,0,0,5.76306620209059,10.3792141978138,"PSTPIP2"
"regulation of calcium ion transmembrane transporter activity (GO:1901019)","1/29",0.165135621345553,0.307083318631199,0,0,5.76306620209059,10.3792141978138,"CALM2"
"negative regulation of mRNA catabolic process (GO:1902373)","1/29",0.165135621345553,0.307083318631199,0,0,5.76306620209059,10.3792141978138,"SLC11A1"
"regulation of DNA biosynthetic process (GO:2000278)","1/29",0.165135621345553,0.307083318631199,0,0,5.76306620209059,10.3792141978138,"PARP4"
"regulation of double-strand break repair via nonhomologous end joining (GO:2001032)","1/29",0.165135621345553,0.307083318631199,0,0,5.76306620209059,10.3792141978138,"CYREN"
"negative regulation of transferase activity (GO:0051348)","1/29",0.165135621345553,0.307083318631199,0,0,5.76306620209059,10.3792141978138,"ZFP36"
"establishment of endothelial barrier (GO:0061028)","1/29",0.165135621345553,0.307083318631199,0,0,5.76306620209059,10.3792141978138,"RAB1A"
"positive regulation of dephosphorylation (GO:0035306)","1/29",0.165135621345553,0.307083318631199,0,0,5.76306620209059,10.3792141978138,"CALM2"
"transition metal ion homeostasis (GO:0055076)","1/29",0.165135621345553,0.307083318631199,0,0,5.76306620209059,10.3792141978138,"SLC11A1"
"mismatch repair (GO:0006298)","1/29",0.165135621345553,0.307083318631199,0,0,5.76306620209059,10.3792141978138,"MSH5"
"protein ADP-ribosylation (GO:0006471)","1/29",0.165135621345553,0.307083318631199,0,0,5.76306620209059,10.3792141978138,"PARP4"
"phosphatidylcholine acyl-chain remodeling (GO:0036151)","1/30",0.170319289314568,0.310247032580441,0,0,5.56405943369779,9.84883272080852,"PLA2G12A"
"positive regulation of B cell proliferation (GO:0030890)","1/30",0.170319289314568,0.310247032580441,0,0,5.56405943369779,9.84883272080852,"TFRC"
"regulation of striated muscle contraction (GO:0006942)","1/30",0.170319289314568,0.310247032580441,0,0,5.56405943369779,9.84883272080852,"CALM2"
"positive regulation of DNA recombination (GO:0045911)","1/30",0.170319289314568,0.310247032580441,0,0,5.56405943369779,9.84883272080852,"TFRC"
"positive regulation of endopeptidase activity (GO:0010950)","1/30",0.170319289314568,0.310247032580441,0,0,5.56405943369779,9.84883272080852,"MBP"
"Golgi to plasma membrane protein transport (GO:0043001)","1/30",0.170319289314568,0.310247032580441,0,0,5.56405943369779,9.84883272080852,"GGA2"
"long-chain fatty acid biosynthetic process (GO:0042759)","1/30",0.170319289314568,0.310247032580441,0,0,5.56405943369779,9.84883272080852,"FADS1"
"positive regulation of protein import (GO:1904591)","1/30",0.170319289314568,0.310247032580441,0,0,5.56405943369779,9.84883272080852,"PSEN1"
"synaptic vesicle cycle (GO:0099504)","1/30",0.170319289314568,0.310247032580441,0,0,5.56405943369779,9.84883272080852,"PCLO"
"maintenance of blood-brain barrier (GO:0035633)","1/30",0.170319289314568,0.310247032580441,0,0,5.56405943369779,9.84883272080852,"MBP"
"microtubule polymerization (GO:0046785)","1/30",0.170319289314568,0.310247032580441,0,0,5.56405943369779,9.84883272080852,"TUBGCP2"
"cellular response to lipopolysaccharide (GO:0071222)","2/120",0.170669776687117,0.310308684885668,0,0,2.74492914698527,4.85310258652038,"ZFP36;IL18"
"cellular response to interferon-gamma (GO:0071346)","2/121",0.172874113423557,0.31096131877675,0,0,2.72172475547596,4.77714847577727,"HLA-DRB5;TRIM38"
"supramolecular fiber organization (GO:0097435)","4/351",0.174040952612423,0.31096131877675,0,0,1.8759846301633,3.28009280531691,"GGA2;PLK3;TUBGCP2;MDM2"
"regulation of mRNA catabolic process (GO:0061013)","2/122",0.175083178602886,0.31096131877675,0,0,2.69890710382514,4.70282973638305,"ZFP36;ZFP36L1"
"epithelium development (GO:0060429)","2/122",0.175083178602886,0.31096131877675,0,0,2.69890710382514,4.70282973638305,"ANXA4;CTSB"
"activation of protein kinase B activity (GO:0032148)","1/31",0.175471029881166,0.31096131877675,0,0,5.37831978319783,9.35978946031392,"IL18"
"negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)","1/31",0.175471029881166,0.31096131877675,0,0,5.37831978319783,9.35978946031392,"SDCBP"
"cellular response to cAMP (GO:0071320)","1/31",0.175471029881166,0.31096131877675,0,0,5.37831978319783,9.35978946031392,"ZFP36L1"
"negative regulation of response to DNA damage stimulus (GO:2001021)","1/31",0.175471029881166,0.31096131877675,0,0,5.37831978319783,9.35978946031392,"MDM2"
"regulation of macrophage derived foam cell differentiation (GO:0010743)","1/31",0.175471029881166,0.31096131877675,0,0,5.37831978319783,9.35978946031392,"IL18"
"organelle transport along microtubule (GO:0072384)","1/31",0.175471029881166,0.31096131877675,0,0,5.37831978319783,9.35978946031392,"RAB1A"
"steroid hormone biosynthetic process (GO:0120178)","1/31",0.175471029881166,0.31096131877675,0,0,5.37831978319783,9.35978946031392,"DHCR7"
"triglyceride homeostasis (GO:0070328)","1/31",0.175471029881166,0.31096131877675,0,0,5.37831978319783,9.35978946031392,"IL18"
